P_1,P_2,P_3,P_4,P_5,P_6,P_7
328.139010905954+0i,301.843689305496+0i,0.558044870295067+0i,-413.862472435675+0i,0.175717661610374+17.3527994371744i,0.175717661610374-17.3527994371744i,-3.59665779468253+0i
328.699609099581+0i,302.490822398606+0i,0.558044870295067+0i,-414.568167678863+0i,0.175718206955062+17.3714284549748i,0.175718206955062-17.3714284549748i,-3.59665779468253+0i
329.437534005087+0i,303.118982857007+0i,0.558044870295067+0i,-415.497087313169+0i,0.175719436194749+17.3895019789021i,0.175719436194749-17.3895019789021i,-3.59665779468253+0i
330.020075391719+0i,303.857721091098+0i,0.558044870295067+0i,-416.230404894706+0i,0.175719847745928+17.4107187612785i,0.175719847745928-17.4107187612785i,-3.59665779468253+0i
330.611170224171+0i,304.68085299323+0i,0.558044870295067+0i,-416.974489432156+0i,0.175720098163675+17.4343260896948i,0.175720098163675-17.4343260896948i,-3.59665779468253+0i
331.117156445376+0i,304.830492894332+0i,0.558044870295067+0i,-417.61143970223+0i,0.175721572736183+17.4386342075284i,0.175721572736183-17.4386342075284i,-3.59665779468253+0i
331.308645900238+0i,305.647903736518+0i,0.558044870295067+0i,-417.852488783054+0i,0.175720404987123+17.4620204410928i,0.175720404987123-17.4620204410928i,-3.59665779468253+0i
331.62905492755+0i,306.348240168818+0i,0.558044870295067+0i,-418.255826305085+0i,0.175719967322026+17.4820401003758i,0.175719967322026-17.4820401003758i,-3.59665779468253+0i
332.19505972841+0i,306.957089652554+0i,0.558044870295067+0i,-418.968327720527+0i,0.175720616807709+17.4994402563596i,0.175720616807709-17.4994402563596i,-3.59665779468253+0i
332.466183393893+0i,307.238063344221+0i,0.558044870295067+0i,-419.309625217823+0i,0.175720951395544+17.5074647988711i,0.175720951395544-17.5074647988711i,-3.59665779468253+0i
332.487028478514+0i,307.65211104168+0i,0.558044870295067+0i,-419.335863784448+0i,0.175720094032332+17.5192644226378i,0.175720094032332-17.5192644226378i,-3.59665779468253+0i
332.491266473196+0i,308.497689834596+0i,0.558044870295067+0i,-419.341194896524+0i,0.175718206526095+17.5433353642169i,0.175718206526095-17.5433353642169i,-3.59665779468253+0i
332.802497737683+0i,309.241231765683+0i,0.558044870295067+0i,-419.73297899712+0i,0.17571764967676+17.564489682078i,0.17571764967676-17.564489682078i,-3.59665779468253+0i
333.48208660975+0i,309.91838798417+0i,0.558044870295067+0i,-420.588463228424+0i,0.175718560868928+17.5837528271913i,0.175718560868928-17.5837528271913i,-3.59665779468253+0i
333.774205195215+0i,310.048737655021+0i,0.558044870295067+0i,-420.95619045325+0i,0.17571931041308+17.5874664641762i,0.17571931041308-17.5874664641762i,-3.59665779468253+0i
334.117567540792+0i,310.415953242888+0i,0.558044870295067+0i,-421.388423829522+0i,0.175719712218246+17.5979004220969i,0.175719712218246-17.5979004220969i,-3.59665779468253+0i
334.92318556831+0i,310.671011969192+0i,0.558044870295067+0i,-422.402559265691+0i,0.175721997672523+17.6051718945648i,0.175721997672523-17.6051718945648i,-3.59665779468253+0i
335.019018368168+0i,311.3285028237+0i,0.558044870295067+0i,-422.523193603059+0i,0.175720878457395+17.6238049882387i,0.175720878457395-17.6238049882387i,-3.59665779468253+0i
335.045714718002+0i,312.082241215888+0i,0.558044870295067+0i,-422.556796442369+0i,0.175719302504495+17.6451374259751i,0.175719302504495-17.6451374259751i,-3.59665779468253+0i
335.701824011173+0i,312.142671866554+0i,0.558044870295067+0i,-423.382726575492+0i,0.175721486868753+17.6468787857147i,0.175721486868753-17.6468787857147i,-3.59665779468253+0i
336.050561888364+0i,312.821516694423+0i,0.558044870295067+0i,-423.82172545549+0i,0.175721217908724+17.6660836366537i,0.175721217908724-17.6660836366537i,-3.59665779468253+0i
336.187384053534+0i,312.997759189864+0i,0.558044870295067+0i,-423.993960592306+0i,0.175721311277641+17.6710684845634i,0.175721311277641-17.6710684845634i,-3.59665779468253+0i
336.259931136786+0i,313.622513171297+0i,0.558044870295067+0i,-424.08528232316+0i,0.175720191870293+17.68870754676i,0.175720191870293-17.68870754676i,-3.59665779468253+0i
336.78321556818+0i,314.393953330601+0i,0.558044870295067+0i,-424.744005331219+0i,0.175720339115309+17.7104851199194i,0.175720339115309-17.7104851199194i,-3.59665779468253+0i
337.183016539931+0i,314.549205361491+0i,0.558044870295067+0i,-425.247286296916+0i,0.175721402558349+17.7148790114195i,0.175721402558349-17.7148790114195i,-3.59665779468253+0i
337.710446105838+0i,314.945702303733+0i,0.558044870295067+0i,-425.911228961536+0i,0.175722381818975+17.7260714612961i,0.175722381818975-17.7260714612961i,-3.59665779468253+0i
338.432728550177+0i,315.505386360296+0i,0.558044870295067+0i,-426.820457637993+0i,0.175723680604706+17.7418572897627i,0.175723680604706-17.7418572897627i,-3.59665779468253+0i
338.448677493379+0i,316.159445132824+0i,0.558044870295067+0i,-426.840531811602+0i,0.175722315551175+17.760246991102i,0.175722315551175-17.760246991102i,-3.59665779468253+0i
338.842642606645+0i,316.645645278357+0i,0.558044870295067+0i,-427.336464968457+0i,0.175722632331563+17.773923365918i,0.175722632331563-17.773923365918i,-3.59665779468253+0i
339.559259047142+0i,316.788171487936+0i,0.558044870295067+0i,-428.238562901991+0i,0.175724808909869+17.7779596113702i,0.175724808909869-17.7779596113702i,-3.59665779468253+0i
339.955856533036+0i,317.597951002634+0i,0.558044870295067+0i,-428.737808368117+0i,0.175724434128362+17.8006969749027i,0.175724434128362-17.8006969749027i,-3.59665779468253+0i
340.491439641233+0i,318.210951803608+0i,0.558044870295067+0i,-429.412014004463+0i,0.175724964131242+17.8179011799054i,0.175724964131242-17.8179011799054i,-3.59665779468253+0i
340.911643361694+0i,318.317642762157+0i,0.558044870295067+0i,-429.940978734501+0i,0.175726180478804+17.8209095559108i,0.175726180478804-17.8209095559108i,-3.59665779468253+0i
340.940409515081+0i,318.5618870905+0i,0.558044870295067+0i,-429.977189394927+0i,0.175725756458573+17.8277497534013i,0.175725756458573-17.8277497534013i,-3.59665779468253+0i
341.151038479329+0i,319.261311005871+0i,0.558044870295067+0i,-430.242332529838+0i,0.175724984129443+17.8473291817638i,0.175724984129443-17.8473291817638i,-3.59665779468253+0i
341.467511249497+0i,319.556579868868+0i,0.558044870295067+0i,-430.640716786644+0i,0.17572544025147+17.8555993290991i,0.17572544025147-17.8555993290991i,-3.59665779468253+0i
341.920439369127+0i,320.023307567119+0i,0.558044870295067+0i,-431.210874439828+0i,0.17572599763148+17.8686617712917i,0.17572599763148-17.8686617712917i,-3.59665779468253+0i
342.250990148102+0i,320.86257999198+0i,0.558044870295067+0i,-431.626978205781+0i,0.175725344515248+17.8921036168753i,0.175725344515248-17.8921036168753i,-3.59665779468253+0i
342.630087095149+0i,321.40232887241+0i,0.558044870295067+0i,-432.104194635133+0i,0.175725495695892+17.9071712039354i,0.175725495695892-17.9071712039354i,-3.59665779468253+0i
343.3162721861+0i,322.229100329995+0i,0.558044870295067+0i,-432.967981703166+0i,0.175726087744036+17.9302318106926i,0.175726087744036-17.9302318106926i,-3.59665779468253+0i
343.400054490406+0i,322.571958560543+0i,0.558044870295067+0i,-433.073447956258+0i,0.175725649588011+17.9397766831383i,0.175725649588011-17.9397766831383i,-3.59665779468253+0i
344.022543207215+0i,323.150839241045+0i,0.558044870295067+0i,-433.857053146561+0i,0.175726547515154+17.9559036206769i,0.175726547515154-17.9559036206769i,-3.59665779468253+0i
344.775642123434+0i,323.31587856935+0i,0.558044870295067+0i,-434.805076127719+0i,0.175728749917895+17.9605260777246i,0.175728749917895-17.9605260777246i,-3.59665779468253+0i
345.56486849971+0i,324.022866567251+0i,0.558044870295067+0i,-435.798575157677+0i,0.175729929755761+17.9801985576867i,0.175729929755761-17.9801985576867i,-3.59665779468253+0i
346.170332371864+0i,324.057221171157+0i,0.558044870295067+0i,-436.560751190651+0i,0.175731885865466+17.9811806703424i,0.175731885865466-17.9811806703424i,-3.59665779468253+0i
346.925305784234+0i,324.311396261995+0i,0.558044870295067+0i,-437.511133401398+0i,0.175733873205967+17.9882697250079i,0.175733873205967-17.9882697250079i,-3.59665779468253+0i
347.335743341747+0i,324.424571180215+0i,0.558044870295067+0i,-438.027804077162+0i,0.175734999887299+17.9914287658745i,0.175734999887299-17.9914287658745i,-3.59665779468253+0i
347.912199573903+0i,324.655989712303+0i,0.558044870295067+0i,-438.753463553992+0i,0.17573642666296+17.9978742646109i,0.17573642666296-17.9978742646109i,-3.59665779468253+0i
347.928881882784+0i,324.911868524212+0i,0.558044870295067+0i,-438.774462693613+0i,0.175735955659664+18.0049694003127i,0.175735955659664-18.0049694003127i,-3.59665779468253+0i
348.261611947965+0i,325.682408602692+0i,0.558044870295067+0i,-439.193310131431+0i,0.175735470184673+18.026331633689i,0.175735470184673-18.026331633689i,-3.59665779468253+0i
348.74192397577+0i,326.462102849785+0i,0.558044870295067+0i,-439.797938144651+0i,0.175735454693135+18.0479286459209i,0.175735454693135-18.0479286459209i,-3.59665779468253+0i
349.004567899913+0i,327.013528672692+0i,0.558044870295067+0i,-440.128559949168+0i,0.17573519151804+18.0631836318845i,0.17573519151804-18.0631836318845i,-3.59665779468253+0i
349.233989769083+0i,327.777296676657+0i,0.558044870295067+0i,-440.417359969527+0i,0.175734387202272+18.0842855231439i,0.175734387202272-18.0842855231439i,-3.59665779468253+0i
349.576445884982+0i,328.317426844603+0i,0.558044870295067+0i,-440.848451810398+0i,0.175734412891634+18.0992021405515i,0.175734412891634-18.0992021405515i,-3.59665779468253+0i
350.209563252696+0i,328.511794405914+0i,0.558044870295067+0i,-441.645438162394+0i,0.175736094162199+18.1045905602959i,0.175736094162199-18.1045905602959i,-3.59665779468253+0i
350.656449105955+0i,328.740764807572+0i,0.558044870295067+0i,-442.207990545425+0i,0.175737089767023+18.110922329681i,0.175737089767023-18.110922329681i,-3.59665779468253+0i
350.720073549438+0i,329.090328125944+0i,0.558044870295067+0i,-442.288081487404+0i,0.175736590012388+18.1205560497947i,0.175736590012388-18.1205560497947i,-3.59665779468253+0i
350.949590394331+0i,329.77628225088+0i,0.558044870295067+0i,-442.577001398607+0i,0.175735952285437+18.1394504429396i,0.175735952285437-18.1394504429396i,-3.59665779468253+0i
351.089393385875+0i,330.618241002391+0i,0.558044870295067+0i,-442.752986195539+0i,0.175734708642323+18.1626085546736i,0.175734708642323-18.1626085546736i,-3.59665779468253+0i
351.384068499469+0i,330.624969205475+0i,0.558044870295067+0i,-443.123932036169+0i,0.175735657308345+18.1628070439738i,0.175735657308345-18.1628070439738i,-3.59665779468253+0i
351.526917878409+0i,330.730664410785+0i,0.558044870295067+0i,-443.303754689708+0i,0.175735910021504+18.16571785911i,0.175735910021504-18.16571785911i,-3.59665779468253+0i
352.151368059367+0i,331.563359266375+0i,0.558044870295067+0i,-444.089827937212+0i,0.17573626801524+18.1886107009568i,0.17573626801524-18.1886107009568i,-3.59665779468253+0i
352.664162193115+0i,331.806964984625+0i,0.558044870295067+0i,-444.735347568287+0i,0.175737443108584+18.1953177413568i,0.175737443108584-18.1953177413568i,-3.59665779468253+0i
352.964002206871+0i,332.029165889929+0i,0.558044870295067+0i,-445.112794260168+0i,0.175737968677762+18.2014255859557i,0.175737968677762-18.2014255859557i,-3.59665779468253+0i
353.621286817593+0i,332.727022103915+0i,0.558044870295067+0i,-445.940200999605+0i,0.175738697551439+18.2205818881894i,0.175738697551439-18.2205818881894i,-3.59665779468253+0i
353.782155880865+0i,332.859790526738+0i,0.558044870295067+0i,-446.142707256295+0i,0.175738951235143+18.2242257667966i,0.175738951235143-18.2242257667966i,-3.59665779468253+0i
354.049656910909+0i,333.055561698301+0i,0.558044870295067+0i,-446.479444767758+0i,0.175739422128323+18.2295988302533i,0.175739422128323-18.2295988302533i,-3.59665779468253+0i
354.473697547573+0i,333.385788032179+0i,0.558044870295067+0i,-447.013238475741+0i,0.175740127401073+18.2386572678313i,0.175740127401073-18.2386572678313i,-3.59665779468253+0i
355.113697232539+0i,333.904555888616+0i,0.558044870295067+0i,-447.818887128546+0i,0.17574114790009+18.2528773071605i,0.17574114790009-18.2528773071605i,-3.59665779468253+0i
355.205723270908+0i,334.268320315523+0i,0.558044870295067+0i,-447.934730815777+0i,0.17574072393392+18.2628257342933i,0.17574072393392-18.2628257342933i,-3.59665779468253+0i
355.313808623513+0i,334.541477579958+0i,0.558044870295067+0i,-448.070790805151+0i,0.175740530357882+18.2702943997331i,0.175740530357882-18.2702943997331i,-3.59665779468253+0i
356.070410777845+0i,334.740774001296+0i,0.558044870295067+0i,-449.023223371709+0i,0.175742546316051+18.2757723262449i,0.175742546316051-18.2757723262449i,-3.59665779468253+0i
356.879932791554+0i,335.579038619039+0i,0.558044870295067+0i,-450.042270509432+0i,0.175743467863767+18.2986878776777i,0.175743467863767-18.2986878776777i,-3.59665779468253+0i
357.668843754832+0i,336.365251925851+0i,0.558044870295067+0i,-451.035372039428+0i,0.175744422359501+18.3201558061291i,0.175744422359501-18.3201558061291i,-3.59665779468253+0i
358.194655817307+0i,336.954600179142+0i,0.558044870295067+0i,-451.697277608951+0i,0.175744929696674+18.3362288280964i,0.175744929696674-18.3362288280964i,-3.59665779468253+0i
358.674685741806+0i,337.174465329048+0i,0.558044870295067+0i,-452.301552690614+0i,0.175746007555837+18.3422342041654i,0.175746007555837-18.3422342041654i,-3.59665779468253+0i
358.790840144159+0i,337.836002417607+0i,0.558044870295067+0i,-452.447768744397+0i,0.17574509166122+18.3602321700901i,0.17574509166122-18.3602321700901i,-3.59665779468253+0i
359.1649062103+0i,338.136085373212+0i,0.558044870295067+0i,-452.918653061306+0i,0.175745682051416+18.3684048640975i,0.175745682051416-18.3684048640975i,-3.59665779468253+0i
359.314696987544+0i,338.249599023686+0i,0.558044870295067+0i,-453.107213702055+0i,0.175745930887727+18.3714958045214i,0.175745930887727-18.3714958045214i,-3.59665779468253+0i
359.623315764627+0i,338.413053340721+0i,0.558044870295067+0i,-453.495711550774+0i,0.175746578303852+18.3759498390101i,0.175746578303852-18.3759498390101i,-3.59665779468253+0i
360.024824850384+0i,338.710485477391+0i,0.558044870295067+0i,-454.001141957983+0i,0.175747255519829+18.3840447808472i,0.175747255519829-18.3840447808472i,-3.59665779468253+0i
360.086906864701+0i,339.181034822246+0i,0.558044870295067+0i,-454.079290832712+0i,0.175746545143349+18.3968185503477i,0.175746545143349-18.3968185503477i,-3.59665779468253+0i
360.525510710055+0i,339.601379202391+0i,0.558044870295067+0i,-454.631416751978+0i,0.175747101750086+18.4082389720268i,0.175747101750086-18.4082389720268i,-3.59665779468253+0i
360.609193040359+0i,340.106830705642+0i,0.558044870295067+0i,-454.736756616065+0i,0.175746393900873+18.42194262757i,0.175746393900873-18.42194262757i,-3.59665779468253+0i
361.128516511816+0i,340.588814743461+0i,0.558044870295067+0i,-455.390494559151+0i,0.17574708328662+18.4350200644628i,0.17574708328662-18.4350200644628i,-3.59665779468253+0i
361.87271210217+0i,341.265735298766+0i,0.558044870295067+0i,-456.327307441242+0i,0.1757480938497+18.4533716244685i,0.1757480938497-18.4533716244685i,-3.59665779468253+0i
362.315403232057+0i,341.764408603882+0i,0.558044870295067+0i,-456.884578251068+0i,0.175748510926771+18.4668745146837i,0.175748510926771-18.4668745146837i,-3.59665779468253+0i
362.43027071201+0i,342.590239562391+0i,0.558044870295067+0i,-457.029173705582+0i,0.175747299446444+18.4891871516053i,0.175747299446444-18.4891871516053i,-3.59665779468253+0i
363.09789704061+0i,342.600688812997+0i,0.558044870295067+0i,-457.869601449085+0i,0.175749331859936+18.489498648258i,0.175749331859936-18.489498648258i,-3.59665779468253+0i
363.563490803341+0i,343.417037068164+0i,0.558044870295067+0i,-458.455701569981+0i,0.175749218820619+18.5115438203634i,0.175749218820619-18.5115438203634i,-3.59665779468253+0i
364.264831511906+0i,343.662463430818+0i,0.558044870295067+0i,-459.338569060757+0i,0.175750898810448+18.518190946206i,0.175750898810448-18.518190946206i,-3.59665779468253+0i
364.975710730425+0i,344.084691183246+0i,0.558044870295067+0i,-460.233443229791+0i,0.175752267921683+18.5295992156521i,0.175752267921683-18.5295992156521i,-3.59665779468253+0i
365.421393828867+0i,344.899976599893+0i,0.558044870295067+0i,-460.794479222591+0i,0.17575209639562+18.5515673455772i,0.17575209639562-18.5515673455772i,-3.59665779468253+0i
366.136766194733+0i,345.14740945266+0i,0.558044870295067+0i,-461.695010131975+0i,0.175753796059026+18.558254590938i,0.175753796059026-18.558254590938i,-3.59665779468253+0i
366.442825149983+0i,345.730016493335+0i,0.558044870295067+0i,-462.08028400307+0i,0.175753636539959+18.5739310534346i,0.175753636539959-18.5739310534346i,-3.59665779468253+0i
367.018957327373+0i,346.387337078608+0i,0.558044870295067+0i,-462.805533728283+0i,0.175754151376521+18.591612019338i,0.175754151376521-18.591612019338i,-3.59665779468253+0i
367.683723428987+0i,346.390933270634+0i,0.558044870295067+0i,-463.642360851567+0i,0.175756134083285+18.5917372876726i,0.175756134083285-18.5917372876726i,-3.59665779468253+0i
368.016309513357+0i,346.605913282017+0i,0.558044870295067+0i,-464.06102920577+0i,0.175756730011568+18.5975224518856i,0.175756730011568-18.5975224518856i,-3.59665779468253+0i
368.73353878127+0i,346.938878155964+0i,0.558044870295067+0i,-464.96389726682+0i,0.175758249586431+18.6064877292603i,0.175758249586431-18.6064877292603i,-3.59665779468253+0i
368.95029686557+0i,347.661540211701+0i,0.558044870295067+0i,-465.236756066685+0i,0.175757569708059+18.6258734973169i,0.175757569708059-18.6258734973169i,-3.59665779468253+0i
369.568425838915+0i,348.341321172919+0i,0.558044870295067+0i,-466.014872491139+0i,0.175758158366262+18.644108337337i,0.175758158366262-18.644108337337i,-3.59665779468253+0i
369.630147478931+0i,348.444261789048+0i,0.558044870295067+0i,-466.092569128643+0i,0.175758153187709+18.6468667585963i,0.175758153187709-18.6468667585963i,-3.59665779468253+0i
370.115539943509+0i,348.971614574701+0i,0.558044870295067+0i,-466.703593491959+0i,0.175758626269658+18.6609986765606i,0.175758626269658-18.6609986765606i,-3.59665779468253+0i
370.604500890558+0i,349.015671855883+0i,0.558044870295067+0i,-467.319111715746+0i,0.175759984878304+18.6621979622223i,0.175759984878304-18.6621979622223i,-3.59665779468253+0i
371.070224154368+0i,349.785056771125+0i,0.558044870295067+0i,-467.905375029302+0i,0.175759958670883+18.6827849979823i,0.175759958670883-18.6827849979823i,-3.59665779468253+0i
371.106231055194+0i,350.470060214116+0i,0.558044870295067+0i,-467.950699095239+0i,0.175758826068163+18.7010790259046i,0.175758826068163-18.7010790259046i,-3.59665779468253+0i
371.948150427808+0i,351.060227825601+0i,0.558044870295067+0i,-469.01052975032+0i,0.175760228731266+18.7168604670979i,0.175760228731266-18.7168604670979i,-3.59665779468253+0i
372.61968341091+0i,351.587916295272+0i,0.558044870295067+0i,-469.855873239231+0i,0.175761239698824+18.7309564470613i,0.175761239698824-18.7309564470613i,-3.59665779468253+0i
373.372078830423+0i,352.219875835533+0i,0.558044870295067+0i,-470.803008347171+0i,0.175762294567953+18.7478216337605i,0.175762294567953-18.7478216337605i,-3.59665779468253+0i
374.107199322372+0i,352.452389391374+0i,0.558044870295067+0i,-471.728398682934+0i,0.175764005311255+18.7540422159467i,0.175764005311255-18.7540422159467i,-3.59665779468253+0i
374.966973140391+0i,353.147460150513+0i,0.558044870295067+0i,-472.810704605471+0i,0.175765244415887+18.7725692986835i,0.175765244415887-18.7725692986835i,-3.59665779468253+0i
375.013436434597+0i,353.673593956268+0i,0.558044870295067+0i,-472.869192093632+0i,0.175764446327462+18.7865559315504i,0.175764446327462-18.7865559315504i,-3.59665779468253+0i
375.670383000299+0i,354.399818551629+0i,0.558044870295067+0i,-473.696173038126+0i,0.175765047228139+18.8058694697031i,0.175765047228139-18.8058694697031i,-3.59665779468253+0i
376.475876989669+0i,354.978781959361+0i,0.558044870295067+0i,-474.71015032512+0i,0.175766329159944+18.8212642357803i,0.175766329159944-18.8212642357803i,-3.59665779468253+0i
377.204831911602+0i,355.455887833002+0i,0.558044870295067+0i,-475.627778347736+0i,0.175767565390931+18.8339438105504i,0.175767565390931-18.8339438105504i,-3.59665779468253+0i
377.459402865763+0i,355.832347366312+0i,0.558044870295067+0i,-475.94823836187+0i,0.17576762898856+18.8439292717309i,0.17576762898856-18.8439292717309i,-3.59665779468253+0i
378.208729606311+0i,356.458879366718+0i,0.558044870295067+0i,-476.891510488518+0i,0.175768655733709+18.8605495955691i,0.175768655733709-18.8605495955691i,-3.59665779468253+0i
378.685770766828+0i,357.231108422362+0i,0.558044870295067+0i,-477.492021094388+0i,0.175768658790494+18.880996331869i,0.175768658790494-18.880996331869i,-3.59665779468253+0i
379.406412810803+0i,357.799562234459+0i,0.558044870295067+0i,-478.399184282322+0i,0.17576970053784+18.8960487098598i,0.17576970053784-18.8960487098598i,-3.59665779468253+0i
380.076464399291+0i,358.4882545966+0i,0.558044870295067+0i,-479.24266231188+0i,0.175770388968769+18.9142605412622i,0.175770388968769-18.9142605412622i,-3.59665779468253+0i
380.827023796884+0i,358.655243247528+0i,0.558044870295067+0i,-480.187487695392+0i,0.175772195348243+18.9186978600876i,0.175772195348243-18.9186978600876i,-3.59665779468253+0i
381.221566511544+0i,359.283538644029+0i,0.558044870295067+0i,-480.684147355354+0i,0.175772214592237+18.9352844996293i,0.175772214592237-18.9352844996293i,-3.59665779468253+0i
382.074597683213+0i,360.01374970801+0i,0.558044870295067+0i,-481.757965230407+0i,0.175773330626614+18.95455952858i,0.175773330626614-18.95455952858i,-3.59665779468253+0i
382.270168435549+0i,360.713049906904+0i,0.558044870295067+0i,-482.004152977381+0i,0.17577267946847+18.9729749873286i,0.17577267946847-18.9729749873286i,-3.59665779468253+0i
382.422160043033+0i,361.028319977934+0i,0.558044870295067+0i,-482.195483344239+0i,0.175772563001088+18.981274111522i,0.175772563001088-18.981274111522i,-3.59665779468253+0i
383.038943992872+0i,361.665839894491+0i,0.558044870295067+0i,-482.971906684105+0i,0.175773182930256+18.9980576121093i,0.175773182930256-18.9980576121093i,-3.59665779468253+0i
383.596316407726+0i,361.711351459753+0i,0.558044870295067+0i,-483.673543063844+0i,0.175774639533856+18.9992760109897i,0.175774639533856-18.9992760109897i,-3.59665779468253+0i
384.173568188263+0i,362.288107029368+0i,0.558044870295067+0i,-484.400202358379+0i,0.175775247683+19.0144468367747i,0.175775247683-19.0144468367747i,-3.59665779468253+0i
384.518709433663+0i,362.938531887351+0i,0.558044870295067+0i,-484.834673948295+0i,0.175775095903186+19.0315285981692i,0.175775095903186-19.0315285981692i,-3.59665779468253+0i
385.132218717769+0i,363.079865684527+0i,0.558044870295067+0i,-485.606976696042+0i,0.175776532782011+19.0352600554264i,0.175776532782011-19.0352600554264i,-3.59665779468253+0i
385.659740360629+0i,363.445121274765+0i,0.558044870295067+0i,-486.271034954688+0i,0.175777354741433+19.0448573995731i,0.175777354741433-19.0448573995731i,-3.59665779468253+0i
386.13163415235+0i,364.276640874906+0i,0.558044870295067+0i,-486.865065705649+0i,0.175777244617743+19.0666588926709i,0.175777244617743-19.0666588926709i,-3.59665779468253+0i
386.781425700317+0i,364.600225761136+0i,0.558044870295067+0i,-487.683040981357+0i,0.175778463183239+19.0751548606824i,0.175778463183239-19.0751548606824i,-3.59665779468253+0i
386.87499318727+0i,365.037518497735+0i,0.558044870295067+0i,-487.80082497818+0i,0.175777988199801+19.0865989223421i,0.175777988199801-19.0865989223421i,-3.59665779468253+0i
387.473764170163+0i,365.17374784167+0i,0.558044870295067+0i,-488.554574708396+0i,0.175779375907706+19.0901854310839i,0.175779375907706-19.0901854310839i,-3.59665779468253+0i
387.50918016331+0i,365.774623746884+0i,0.558044870295067+0i,-488.599155388797+0i,0.175778474758869+19.1058926932557i,0.175778474758869-19.1058926932557i,-3.59665779468253+0i
388.01411869607+0i,366.049678794396+0i,0.558044870295067+0i,-489.234785660029+0i,0.175779377301311+19.1130979805563i,0.175779377301311-19.1130979805563i,-3.59665779468253+0i
388.327378980666+0i,366.787846004785+0i,0.558044870295067+0i,-489.629124294797+0i,0.175778998490919+19.1323799888241i,0.175778998490919-19.1323799888241i,-3.59665779468253+0i
388.392139857977+0i,367.547217615179+0i,0.558044870295067+0i,-489.710644646464+0i,0.175777918804221+19.1521854132828i,0.175777918804221-19.1521854132828i,-3.59665779468253+0i
388.595839682333+0i,367.952626339455+0i,0.558044870295067+0i,-489.967066520086+0i,0.175777797724523+19.1627573713471i,0.175777797724523-19.1627573713471i,-3.59665779468253+0i
389.132770188983+0i,368.238953584987+0i,0.558044870295067+0i,-490.64296917246+0i,0.175778767357326+19.1702361254342i,0.175778767357326-19.1702361254342i,-3.59665779468253+0i
389.379538617795+0i,368.56779828622+0i,0.558044870295067+0i,-490.953607298408+0i,0.175778887804004+19.1788071261737i,0.175778887804004-19.1788071261737i,-3.59665779468253+0i
390.132915314495+0i,369.421237687316+0i,0.558044870295067+0i,-491.901976779855+0i,0.175779502059016+19.201037796367i,0.175779502059016-19.201037796367i,-3.59665779468253+0i
390.829541427641+0i,369.592617752908+0i,0.558044870295067+0i,-492.778909214967+0i,0.17578107585379+19.2055203994319i,0.17578107585379-19.2055203994319i,-3.59665779468253+0i
391.135201655079+0i,369.702750788359+0i,0.558044870295067+0i,-493.16368273922+0i,0.175781706873931+19.2083948489915i,0.175781706873931-19.2083948489915i,-3.59665779468253+0i
391.283602897259+0i,370.228058287654+0i,0.558044870295067+0i,-493.350492779808+0i,0.175781245291019+19.2220477912513i,0.175781245291019-19.2220477912513i,-3.59665779468253+0i
391.882287976167+0i,370.630706659331+0i,0.558044870295067+0i,-494.104133455981+0i,0.175782174952687+19.2325252967101i,0.175782174952687-19.2325252967101i,-3.59665779468253+0i
392.360853811695+0i,370.935209054723+0i,0.558044870295067+0i,-494.706564889609+0i,0.175782943559447+19.2404461082948i,0.175782943559447-19.2404461082948i,-3.59665779468253+0i
392.585140474023+0i,371.162275527533+0i,0.558044870295067+0i,-494.988902645956+0i,0.175783166636442+19.246345309327i,0.175783166636442-19.246345309327i,-3.59665779468253+0i
392.687716659784+0i,371.678163208635+0i,0.558044870295067+0i,-495.11802682715+0i,0.175782603178813+19.2597254604119i,0.175782603178813-19.2597254604119i,-3.59665779468253+0i
392.6881565641+0i,371.729197763374+0i,0.558044870295067+0i,-495.118580426503+0i,0.175782521921028+19.2610482162607i,0.175782521921028-19.2610482162607i,-3.59665779468253+0i
393.464656301976+0i,372.004337710602+0i,0.558044870295067+0i,-496.096059696114+0i,0.175784117017714+19.2682082402539i,0.175784117017714-19.2682082402539i,-3.59665779468253+0i
393.632066323936+0i,372.80919531392+0i,0.558044870295067+0i,-496.306797646568+0i,0.175783261490839+19.2890558013563i,0.175783261490839-19.2890558013563i,-3.59665779468253+0i
393.9192577095+0i,372.919024455947+0i,0.558044870295067+0i,-496.668322048915+0i,0.175783837186174+19.2919091863286i,0.175783837186174-19.2919091863286i,-3.59665779468253+0i
394.481736174871+0i,373.71491098342+0i,0.558044870295067+0i,-497.376383520777+0i,0.175784031786023+19.3125147088249i,0.175784031786023-19.3125147088249i,-3.59665779468253+0i
394.680827894524+0i,374.053738187137+0i,0.558044870295067+0i,-497.627004801734+0i,0.17578400950534+19.3212787235835i,0.17578400950534-19.3212787235835i,-3.59665779468253+0i
395.525851164358+0i,374.774156229398+0i,0.558044870295067+0i,-498.6907420118+0i,0.175785060356936+19.3399160595071i,0.175785060356936-19.3399160595071i,-3.59665779468253+0i
395.577890597344+0i,375.538220887215+0i,0.558044870295067+0i,-498.756248308763+0i,0.175783979539174+19.3596302268515i,0.175783979539174-19.3596302268515i,-3.59665779468253+0i
395.62325163391+0i,376.233831493886+0i,0.558044870295067+0i,-498.813347867874+0i,0.175782990808772+19.3775606500599i,0.175782990808772-19.3775606500599i,-3.59665779468253+0i
