P_1,P_2,P_3,P_4,P_5,P_6,P_7
77.8315157866462+0i,49.1968264549474+0i,0.558044870295067+0i,-98.7682066145123+0i,0.175057108695694+6.97551651296885i,0.175057108695694-6.97551651296885i,-3.59665779468253+0i
78.244019514277+0i,49.860797311773+0i,0.558044870295067+0i,-99.2874556886942+0i,0.175046962887376+7.02271862202586i,0.175046962887376-7.02271862202586i,-3.59665779468253+0i
78.3097990541786+0i,49.943702784549+0i,0.558044870295067+0i,-99.3702591583189+0i,0.175046284001028+7.02859538616737i,0.175046284001028-7.02859538616737i,-3.59665779468253+0i
78.7153603544029+0i,50.3173197336102+0i,0.558044870295067+0i,-99.8807918592106+0i,0.175047596759257+7.05505744982631i,0.175047596759257-7.05505744982631i,-3.59665779468253+0i
78.9794696436297+0i,50.8588860953998+0i,0.558044870295067+0i,-100.213237247167+0i,0.175036807338444+7.0931274483411i,0.175036807338444-7.0931274483411i,-3.59665779468253+0i
79.7180904269039+0i,50.9571964804158+0i,0.558044870295067+0i,-101.143080559792+0i,0.175061882110653+7.10025707763033i,0.175061882110653-7.10025707763033i,-3.59665779468253+0i
80.1471405637993+0i,51.0405532955104+0i,0.558044870295067+0i,-101.683205415111+0i,0.175075122867801+7.10622650428196i,0.175075122867801-7.10622650428196i,-3.59665779468253+0i
80.197785491193+0i,51.3377620645337+0i,0.558044870295067+0i,-101.746939729159+0i,0.175065768763795+7.12696368063403i,0.175065768763795-7.12696368063403i,-3.59665779468253+0i
80.2727414396503+0i,51.9983471283025+0i,0.558044870295067+0i,-101.841251722191+0i,0.175043612439748+7.17282776723508i,0.175043612439748-7.17282776723508i,-3.59665779468253+0i
80.4152641205111+0i,52.2081995583567+0i,0.558044870295067+0i,-102.020657774954+0i,0.175041192367017+7.1873774293273i,0.175041192367017-7.1873774293273i,-3.59665779468253+0i
80.8621400276751+0i,52.3742479851676+0i,0.558044870295067+0i,-102.583217500199+0i,0.175052119267945+7.19898351069309i,0.175052119267945-7.19898351069309i,-3.59665779468253+0i
81.3002589608501+0i,52.7170598601809+0i,0.558044870295067+0i,-103.134739693777+0i,0.17505602244207+7.22272075733175i,0.17505602244207-7.22272075733175i,-3.59665779468253+0i
81.3082080926762+0i,52.9423468765321+0i,0.558044870295067+0i,-103.144730213591+0i,0.175048005571846+7.23818363146565i,0.175048005571846-7.23818363146565i,-3.59665779468253+0i
82.0289696425796+0i,53.7533883236381+0i,0.558044870295067+0i,-104.052036874838+0i,0.175045565543428+7.2938131788051i,0.175045565543428-7.2938131788051i,-3.59665779468253+0i
82.2469178632456+0i,54.1271339983192+0i,0.558044870295067+0i,-104.326384558642+0i,0.175040241850893+7.31926908677817i,0.175040241850893-7.31926908677817i,-3.59665779468253+0i
82.7350573982054+0i,54.180437734645+0i,0.558044870295067+0i,-104.940898632891+0i,0.175056532090812+7.32304445707786i,0.175056532090812-7.32304445707786i,-3.59665779468253+0i
82.9456307422999+0i,54.980532263589+0i,0.558044870295067+0i,-105.205932010166+0i,0.175035888920186+7.37713411287628i,0.175035888920186-7.37713411287628i,-3.59665779468253+0i
83.7962945703179+0i,55.3195136599381+0i,0.558044870295067+0i,-106.276806494641+0i,0.175055343517939+7.40018228370367i,0.175055343517939-7.40018228370367i,-3.59665779468253+0i
83.8941011752328+0i,56.1213298591165+0i,0.558044870295067+0i,-106.399879208719+0i,0.175031076611739+7.45379467584156i,0.175031076611739-7.45379467584156i,-3.59665779468253+0i
84.3078716269605+0i,56.6085147525248+0i,0.558044870295067+0i,-106.920739995918+0i,0.175029496312935+7.48629843603325i,0.175029496312935-7.48629843603325i,-3.59665779468253+0i
84.7250915583106+0i,57.0168096901419+0i,0.558044870295067+0i,-107.445948861321+0i,0.175030812195181+7.5134541501806i,0.175030812195181-7.5134541501806i,-3.59665779468253+0i
85.2344883863917+0i,57.1585023000215+0i,0.558044870295067+0i,-108.087216824654+0i,0.175044457438877+7.52297261288942i,0.175044457438877-7.52297261288942i,-3.59665779468253+0i
85.6709122202208+0i,57.9973515485731+0i,0.558044870295067+0i,-108.63657261987+0i,0.175032076835597+7.57825716374486i,0.175032076835597-7.57825716374486i,-3.59665779468253+0i
86.4486935713579+0i,58.7171611771445+0i,0.558044870295067+0i,-109.615670096844+0i,0.175036113199928+7.62550679733012i,0.175036113199928-7.62550679733012i,-3.59665779468253+0i
86.9236245000862+0i,58.9315549437924+0i,0.558044870295067+0i,-110.213543822826+0i,0.175045880943879+7.63960012844611i,0.175045880943879-7.63960012844611i,-3.59665779468253+0i
87.3427686521497+0i,59.3408142127765+0i,0.558044870295067+0i,-110.741175217065+0i,0.175047334165249+7.66627902667213i,0.175047334165249-7.66627902667213i,-3.59665779468253+0i
87.5301681763086+0i,59.6558231169895+0i,0.558044870295067+0i,-110.977071024473+0i,0.175043780048392+7.68670932560146i,0.175043780048392-7.68670932560146i,-3.59665779468253+0i
88.3161148015221+0i,60.1946521928979+0i,0.558044870295067+0i,-111.966459166505+0i,0.175053829698149+7.72167458510837i,0.175053829698149-7.72167458510837i,-3.59665779468253+0i
88.6428440847921+0i,60.6920597226446+0i,0.558044870295067+0i,-112.377744891062+0i,0.17504945008848+7.75369085185088i,0.17504945008848-7.75369085185088i,-3.59665779468253+0i
89.0680922405448+0i,60.7660234481343+0i,0.558044870295067+0i,-112.913081470951+0i,0.175061564641719+7.7585548734745i,0.175061564641719-7.7585548734745i,-3.59665779468253+0i
89.2491971356898+0i,60.928348799499+0i,0.558044870295067+0i,-113.14106273949+0i,0.175062654398468+7.76899082473891i,0.175062654398468-7.76899082473891i,-3.59665779468253+0i
89.3483720625217+0i,61.7324286591825+0i,0.558044870295067+0i,-113.265863845211+0i,0.175041345455207+7.82024136622909i,0.175041345455207-7.82024136622909i,-3.59665779468253+0i
89.3599182156359+0i,62.3185432986109+0i,0.558044870295067+0i,-113.280363305286+0i,0.175023791340712+7.85737056664402i,0.175023791340712-7.85737056664402i,-3.59665779468253+0i
90.2202127863079+0i,62.6046732726265+0i,0.558044870295067+0i,-114.363363279591+0i,0.175044288503269+7.87569104891195i,0.175044288503269-7.87569104891195i,-3.59665779468253+0i
90.7299173710818+0i,63.1480242433309+0i,0.558044870295067+0i,-115.004992913273+0i,0.175045063250473+7.91002729709548i,0.175045063250473-7.91002729709548i,-3.59665779468253+0i
91.0381363304258+0i,63.5903116628972+0i,0.558044870295067+0i,-115.392980445079+0i,0.175042202183543+7.93783643202105i,0.175042202183543-7.93783643202105i,-3.59665779468253+0i
91.3648295525447+0i,63.634462704872+0i,0.558044870295067+0i,-115.804248497058+0i,0.175051683596555+7.9406945460305i,0.175051683596555-7.9406945460305i,-3.59665779468253+0i
91.8024575529389+0i,64.4928980447827+0i,0.558044870295067+0i,-116.355123558755+0i,0.175041019678902+7.9943288675545i,0.175041019678902-7.9943288675545i,-3.59665779468253+0i
92.1461143085418+0i,65.2773354189299+0i,0.558044870295067+0i,-116.787703989792+0i,0.175029643743851+8.04301257864033i,0.175029643743851-8.04301257864033i,-3.59665779468253+0i
92.5077125607676+0i,65.3482427249879+0i,0.558044870295067+0i,-117.242911979378+0i,0.175039458739452+8.04749532776512i,0.175039458739452-8.04749532776512i,-3.59665779468253+0i
93.0929187061937+0i,65.8757140554517+0i,0.558044870295067+0i,-117.979591173193+0i,0.175043445999725+8.08015204988206i,0.175043445999725-8.08015204988206i,-3.59665779468253+0i
93.8195049140638+0i,66.3685438151603+0i,0.558044870295067+0i,-118.894253821306+0i,0.175052891384219+8.11059716064464i,0.175052891384219-8.11059716064464i,-3.59665779468253+0i
93.8546181154007+0i,66.7324353640012+0i,0.558044870295067+0i,-118.93843715087+0i,0.175043895532419+8.13286122677186i,0.175043895532419-8.13286122677186i,-3.59665779468253+0i
94.5114735604664+0i,67.4822739659649+0i,0.558044870295067+0i,-119.765302576187+0i,0.175044089241349+8.17871468860228i,0.175044089241349-8.17871468860228i,-3.59665779468253+0i
95.3034778345443+0i,68.0727758943636+0i,0.558044870295067+0i,-120.762313778779+0i,0.175052913948259+8.21472264640617i,0.175052913948259-8.21472264640617i,-3.59665779468253+0i
95.6712938700243+0i,68.3833908560714+0i,0.558044870295067+0i,-121.225335391081+0i,0.175055994615808+8.23358679638143i,0.175055994615808-8.23358679638143i,-3.59665779468253+0i
96.3332837792235+0i,68.9836039373027+0i,0.558044870295067+0i,-122.058672662981+0i,0.175060419688039+8.2699037802059i,0.175060419688039-8.2699037802059i,-3.59665779468253+0i
97.0031534945722+0i,69.0987132841374+0i,0.558044870295067+0i,-122.901954922013+0i,0.175077695942554+8.27699927685479i,0.175077695942554-8.27699927685479i,-3.59665779468253+0i
97.1774150083126+0i,69.3786571020599+0i,0.558044870295067+0i,-123.121315303957+0i,0.175075646898297+8.29383234496559i,0.175075646898297-8.29383234496559i,-3.59665779468253+0i
97.4116015743545+0i,70.2135567755118+0i,0.558044870295067+0i,-123.416085727894+0i,0.175061088293481+8.34375707065045i,0.175061088293481-8.34375707065045i,-3.59665779468253+0i
98.1083933095491+0i,70.3146671549327+0i,0.558044870295067+0i,-124.293259935462+0i,0.175079303856034+8.34996384100614i,0.175079303856034-8.34996384100614i,-3.59665779468253+0i
98.7061465972941+0i,71.1725645086233+0i,0.558044870295067+0i,-125.045717633925+0i,0.175075224946696+8.40101524966962i,0.175075224946696-8.40101524966962i,-3.59665779468253+0i
98.8202211305457+0i,71.4079124465263+0i,0.558044870295067+0i,-125.18931222161+0i,0.175072670002639+8.41495312842021i,0.175072670002639-8.41495312842021i,-3.59665779468253+0i
99.5125366938797+0i,71.9019027078647+0i,0.558044870295067+0i,-126.060831134349+0i,0.175080593204751+8.44425421365366i,0.175080593204751-8.44425421365366i,-3.59665779468253+0i
99.6916595384265+0i,72.5013264315142+0i,0.558044870295067+0i,-126.286295981085+0i,0.175070997946341+8.47949956244914i,0.175070997946341-8.47949956244914i,-3.59665779468253+0i
99.7369743899013+0i,73.1916402661321+0i,0.558044870295067+0i,-126.343308012553+0i,0.175055314832106+8.51986662568377i,0.175055314832106-8.51986662568377i,-3.59665779468253+0i
100.028734206157+0i,73.5286878001588+0i,0.558044870295067+0i,-126.710582703531+0i,0.175055610999109+8.53957817656869i,0.175055610999109-8.53957817656869i,-3.59665779468253+0i
100.633375733218+0i,74.1947884602835+0i,0.558044870295067+0i,-127.471722532725+0i,0.175057058863002+8.57840866076858i,0.175057058863002-8.57840866076858i,-3.59665779468253+0i
101.242004015065+0i,75.0464680386426+0i,0.558044870295067+0i,-128.237872432714+0i,0.175054231916555+8.62776150966655i,0.175054231916555-8.62776150966655i,-3.59665779468253+0i
101.394530246227+0i,75.7994031809375+0i,0.558044870295067+0i,-128.42984893962+0i,0.175040687060291+8.67105949509547i,0.175040687060291-8.67105949509547i,-3.59665779468253+0i
101.584191744049+0i,75.8503934708137+0i,0.558044870295067+0i,-128.668607881712+0i,0.175044987540051+8.67403070803906i,0.175044987540051-8.67403070803906i,-3.59665779468253+0i
102.111080429457+0i,76.3367178936731+0i,0.558044870295067+0i,-129.331875157407+0i,0.175048708865501+8.70198483336995i,0.175048708865501-8.70198483336995i,-3.59665779468253+0i
102.131977915745+0i,77.088314141347+0i,0.558044870295067+0i,-129.358147285732+0i,0.1750316501291+8.7448073383581i,0.1750316501291-8.7448073383581i,-3.59665779468253+0i
102.309596920134+0i,77.4422283591837+0i,0.558044870295067+0i,-129.581731978033+0i,0.175028512282067+8.76494292349436i,0.175028512282067-8.76494292349436i,-3.59665779468253+0i
102.96808628389+0i,77.7631765608686+0i,0.558044870295067+0i,-130.410676884699+0i,0.175040039084343+8.78329152104648i,0.175040039084343-8.78329152104648i,-3.59665779468253+0i
103.047854883316+0i,78.3294950798623+0i,0.558044870295067+0i,-130.511069884947+0i,0.175029247418764+8.81529756202975i,0.175029247418764-8.81529756202975i,-3.59665779468253+0i
103.66959118169+0i,78.3609978004732+0i,0.558044870295067+0i,-131.293760157324+0i,0.175046267367988+8.81723239530247i,0.175046267367988-8.81723239530247i,-3.59665779468253+0i
103.786891995528+0i,78.9248279688556+0i,0.558044870295067+0i,-131.441402129732+0i,0.175036745955452+8.84898664709499i,0.175036745955452-8.84898664709499i,-3.59665779468253+0i
103.961540084778+0i,79.2109447877388+0i,0.558044870295067+0i,-131.6612501597+0i,0.17503520576534+8.86508633212876i,0.17503520576534-8.86508633212876i,-3.59665779468253+0i
104.202496730005+0i,80.0496688305084+0i,0.558044870295067+0i,-131.964547792868+0i,0.175023084555501+8.91204568900687i,0.175023084555501-8.91204568900687i,-3.59665779468253+0i
104.420468943156+0i,80.4219247462347+0i,0.558044870295067+0i,-132.238931987286+0i,0.175020915018431+8.93283737602192i,0.175020915018431-8.93283737602192i,-3.59665779468253+0i
104.572583206587+0i,80.4336626234754+0i,0.558044870295067+0i,-132.430425116031+0i,0.175024978402435+8.93352899997227i,0.175024978402435-8.93352899997227i,-3.59665779468253+0i
104.946050320334+0i,81.112825530701+0i,0.558044870295067+0i,-132.900545119655+0i,0.17502039980969+8.97133001710459i,0.17502039980969-8.97133001710459i,-3.59665779468253+0i
105.653717493186+0i,81.5025630922184+0i,0.558044870295067+0i,-133.791395726548+0i,0.175031687055995+8.99307450561819i,0.175031687055995-8.99307450561819i,-3.59665779468253+0i
105.888311910731+0i,81.758618699988+0i,0.558044870295067+0i,-134.086710530162+0i,0.175032611770235+9.00727438715196i,0.175032611770235-9.00727438715196i,-3.59665779468253+0i
106.270532005227+0i,82.06502003472+0i,0.558044870295067+0i,-134.567865986964+0i,0.175036531051967+9.02426218718114i,0.175036531051967-9.02426218718114i,-3.59665779468253+0i
106.382332454483+0i,82.8031026719756+0i,0.558044870295067+0i,-134.708577194582+0i,0.175023621205602+9.06485384607058i,0.175023621205602-9.06485384607058i,-3.59665779468253+0i
106.924456694662+0i,82.8055989478683+0i,0.558044870295067+0i,-135.391045729526+0i,0.175038535341312+9.06512460268098i,0.175038535341312-9.06512460268098i,-3.59665779468253+0i
107.044805333778+0i,83.5122976325152+0i,0.558044870295067+0i,-135.542519747153+0i,0.175026699571719+9.10382405981836i,0.175026699571719-9.10382405981836i,-3.59665779468253+0i
107.269964517386+0i,84.2021664735038+0i,0.558044870295067+0i,-135.825938374098+0i,0.175018182823447+9.14147083668256i,0.175018182823447-9.14147083668256i,-3.59665779468253+0i
107.301941692443+0i,84.4402681895088+0i,0.558044870295067+0i,-135.866183616599+0i,0.17501399515172+9.15441722503672i,0.17501399515172-9.15441722503672i,-3.59665779468253+0i
107.645357842539+0i,84.7479965909015+0i,0.558044870295067+0i,-136.298489839171+0i,0.175016954910787+9.17119672570113i,0.175016954910787-9.17119672570113i,-3.59665779468253+0i
108.274643007534+0i,84.9749821305474+0i,0.558044870295067+0i,-137.090673638293+0i,0.17502939306908+9.18364555093501i,0.17502939306908-9.18364555093501i,-3.59665779468253+0i
108.603719798182+0i,85.1645237175871+0i,0.558044870295067+0i,-137.504933117531+0i,0.175034342130831+9.19397980244257i,0.175034342130831-9.19397980244257i,-3.59665779468253+0i
109.309768131275+0i,85.9841348739844+0i,0.558044870295067+0i,-138.393727340865+0i,0.175036354323778+9.23836176431625i,0.175036354323778-9.23836176431625i,-3.59665779468253+0i
109.888965400514+0i,86.8158564348223+0i,0.558044870295067+0i,-139.122831338016+0i,0.175034800380177+9.28315100503304i,0.175034800380177-9.28315100503304i,-3.59665779468253+0i
110.155612600324+0i,87.6027759851958+0i,0.558044870295067+0i,-139.458475381328+0i,0.175025947958233+9.32526381121967i,0.175025947958233-9.32526381121967i,-3.59665779468253+0i
110.32868892861+0i,87.638339053599+0i,0.558044870295067+0i,-139.676355693999+0i,0.175029833899242+9.32720083306766i,0.175029833899242-9.32720083306766i,-3.59665779468253+0i
110.774491739156+0i,88.2123291270317+0i,0.558044870295067+0i,-140.237543283367+0i,0.175030112455463+9.35785281475239i,0.175030112455463-9.35785281475239i,-3.59665779468253+0i
111.260425649787+0i,88.4818959586706+0i,0.558044870295067+0i,-140.849263086861+0i,0.175037513131898+9.37227876922364i,0.175037513131898-9.37227876922364i,-3.59665779468253+0i
111.39455761923+0i,88.8065693803359+0i,0.558044870295067+0i,-141.018105712494+0i,0.17503459164399+9.38951856439192i,0.17503459164399-9.38951856439192i,-3.59665779468253+0i
111.806335190886+0i,89.0783300008236+0i,0.558044870295067+0i,-141.536471720489+0i,0.175039963827727+9.40399460292929i,0.175039963827727-9.40399460292929i,-3.59665779468253+0i
112.468307783735+0i,89.34229637869+0i,0.558044870295067+0i,-142.369802132631+0i,0.175051858134121+9.41809467356416i,0.175051858134121-9.41809467356416i,-3.59665779468253+0i
112.634815400776+0i,89.8737432016917+0i,0.558044870295067+0i,-142.579393751027+0i,0.175045820815889+9.44614954557274i,0.175045820815889-9.44614954557274i,-3.59665779468253+0i
113.063936442981+0i,90.5957598461737+0i,0.558044870295067+0i,-143.119575507004+0i,0.175042883268805+9.48417887006058i,0.175042883268805-9.48417887006058i,-3.59665779468253+0i
113.723760552514+0i,91.1576849602224+0i,0.558044870295067+0i,-143.950189649395+0i,0.175048923290747+9.51374593337444i,0.175048923290747-9.51374593337444i,-3.59665779468253+0i
114.077556755364+0i,91.4299228652461+0i,0.558044870295067+0i,-144.395564129993+0i,0.175052685150972+9.52804519928256i,0.175052685150972-9.52804519928256i,-3.59665779468253+0i
114.867203093529+0i,91.8392494164929+0i,0.558044870295067+0i,-145.389613458099+0i,0.175064685125836+9.54956267457406i,0.175064685125836-9.54956267457406i,-3.59665779468253+0i
114.99407824276+0i,92.2210853496088+0i,0.558044870295067+0i,-145.549318947974+0i,0.175060723488453+9.56945452803587i,0.175060723488453-9.56945452803587i,-3.59665779468253+0i
115.772071327892+0i,92.4465346955828+0i,0.558044870295067+0i,-146.528704714924+0i,0.175075636981467+9.58133690338705i,0.175075636981467-9.58133690338705i,-3.59665779468253+0i
116.576799441811+0i,93.0523093720055+0i,0.558044870295067+0i,-147.541732106202+0i,0.175084022044205+9.61290553620704i,0.175084022044205-9.61290553620704i,-3.59665779468253+0i
117.177936225923+0i,93.1649718404281+0i,0.558044870295067+0i,-148.298481716694+0i,0.175096286863267+9.61886375866577i,0.175096286863267-9.61886375866577i,-3.59665779468253+0i
117.657243937775+0i,93.8826946500891+0i,0.558044870295067+0i,-148.901842503773+0i,0.175094786537822+9.65600647351246i,0.175094786537822-9.65600647351246i,-3.59665779468253+0i
117.982373200384+0i,93.9428821586213+0i,0.558044870295067+0i,-149.311135939478+0i,0.175101334267864+9.65917626440479i,0.175101334267864-9.65917626440479i,-3.59665779468253+0i
118.173789083622+0i,94.3811785710823+0i,0.558044870295067+0i,-149.55208822473+0i,0.175098075575859+9.68175956120708i,0.175098075575859-9.68175956120708i,-3.59665779468253+0i
